Name,Beds Available,Beds Taken,Block,RoomId,Super Listing,listingId,fullAmount,Location,Size,Vacancy Status,Price per bed,Price,Listing Id,Level
D110,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D110,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,200
D111,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,500
D111,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,400
D112,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D112,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D201,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,400
D201,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,500
D201,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,200
D204,2,2,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,400
D204,2,2,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,400
D208,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,200
D208,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,100
D208,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,300
D202,2,2,D,,cuoldgirls,1,780,location,size,vacancystatus,0,0,1,400
D202,2,2,D,,cuoldgirls,1,780,location,size,vacancystatus,0,0,1,400
D203,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D203,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,400
D205,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,
D205,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,
D206,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D206,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D207A,2,2,D,,cuoldgirls,1,"1,800.00",location,size,vacancystatus,0,0,1,
D207A,2,2,D,,cuoldgirls,1,"1,800.00",location,size,vacancystatus,0,0,1,
D207B,2,2,D,,cuoldgirls,1,"1,800.00",location,size,vacancystatus,0,0,1,100
D207B,2,2,D,,cuoldgirls,1,"1,800.00",location,size,vacancystatus,0,0,1,100
D209,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,400
D209,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,400
D210,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D210,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D211,3,3,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,200
D211,3,3,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,450
D211,3,3,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D212,1,1,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D301,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,100
D301,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,100
D301,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,3
D304,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,300
D304,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,
D304,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,300
D308,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,200
D308,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,
D308,3,3,D,,cuoldgirls,1,"1,585.00",location,size,vacancystatus,0,0,1,200
D302,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,200
D302,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D303,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,
D303,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,
D305,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,400
D305,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D306,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,400
D306,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D307A,2,2,D,,cuoldgirls,1,"1,800.00",location,size,vacancystatus,0,0,1,200
D307A,2,2,D,,cuoldgirls,1,"1,800.00",location,size,vacancystatus,0,0,1,400
D307B,2,2,D,,cuoldgirls,1,"1,800.00",location,size,vacancystatus,0,0,1,
D307B,2,2,D,,cuoldgirls,1,"1,800.00",location,size,vacancystatus,0,0,1,400
D309,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D309,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,300
D310,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,200
D310,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,3
D311,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,100
D311,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,200
D312,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,
D312,2,2,D,,cuoldgirls,1,"1,780.00",location,size,vacancystatus,0,0,1,
