Name,Beds Available,Beds Taken,Block,RoomId,Super Listing,ListingId,fullAmount,Location,Size,Vacancy Status,Price per bed,Price,Listing Id
A005,3,0,A,005,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
A005,3,0,A,005,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
A005,3,0,A,005,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
A009,3,0,A,009,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,True,"1,585.00",3170,1
A009,3,0,A,009,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
A009,3,0,A,009,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
A012,3,0,A,012,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
A012,3,0,A,012,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
A012,3,0,A,012,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
A001,2,0,A,001,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,780.00",0,1
A001,2,0,A,001,cuoldgirls,1,3560,CENTRAL UNIVERSITY,size,False,"1,780.00",3560,1
A002,2,0,A,002,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,780.00",0,1
A002,2,0,A,002,cuoldgirls,1,3560,CENTRAL UNIVERSITY,size,False,"1,780.00",3560,1
A003,2,0,A,003,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,780.00",0,1
A003,2,0,A,003,cuoldgirls,1,3560,CENTRAL UNIVERSITY,size,False,920,3560,1
A004,2,0,A,004,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,780.00",0,1
A004,2,0,A,004,cuoldgirls,1,3560,CENTRAL UNIVERSITY,size,False,"1,780.00",3560,1
A007,3,0,A,007,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,780.00",0,1
A007,3,0,A,007,cuoldgirls,1,3560,CENTRAL UNIVERSITY,size,False,"1,780.00",3560,1
A008,2,0,A,008,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,800.00",0,1
A008,2,0,A,008,cuoldgirls,1,3600,CENTRAL UNIVERSITY,size,False,"1,780.00",3600,1
A010,2,0,A,010,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,780.00",0,1
A010,2,0,A,010,cuoldgirls,1,3560,CENTRAL UNIVERSITY,size,False,"1,780.00",3560,1
A011,2,0,A,011,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,780.00",0,1
A011,2,0,A,011,cuoldgirls,1,3560,CENTRAL UNIVERSITY,size,False,"1,780.00",3560,1
A105,3,0,A,105,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,585.00",0,1
A105,3,0,A,105,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
A105,3,0,A,105,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
A109,3,0,A,109,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,585.00",0,1
A109,3,0,A,109,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
