Name,Beds Available,Beds Taken,Block,RoomId,Super Listing,ListingId,fullAmount,Location,Size,Vacancy Status,Price per bed,Price,Listing Id
TV Room,8,0,T,,cuoldgirls,1,1360,CENTRAL UNIVERSITY,size,False,"1,320.00",1360,1
TV Room,8,0,T,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
TV Room,8,0,T,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
C203,3,0,C,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,320.00",0,1
C203,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
C203,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
C204,3,0,C,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,320.00",0,1
C204,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
C204,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,True,"1,320.00",2640,1
C205,3,0,C,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,320.00",0,1
C205,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
C205,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,True,"1,320.00",2640,1
C301,3,0,C,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,320.00",0,1
C301,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
C301,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
C302,3,0,C,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,True,"1,320.00",0,1
C302,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,True,"1,320.00",2640,1
C302,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,True,"1,320.00",2640,1
TV Room,8,0,T,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,320.00",0,1
TV Room,8,0,T,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
TV Room,8,0,T,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,True,"1,320.00",2640,1
TV Room,8,0,T,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,True,"1,320.00",2640,1
C303,3,0,C,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,True,"1,320.00",0,1
C303,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,True,"1,320.00",2640,1
C303,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
C304,3,0,C,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,320.00",0,1
C304,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
C304,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,True,"1,320.00",2640,1
C305,3,0,C,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,True,"1,320.00",0,1
C305,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,True,"1,320.00",2640,1
C305,3,0,C,,cuoldgirls,1,2640,CENTRAL UNIVERSITY,size,False,"1,320.00",2640,1
ROOM NO.,3,0,R,,cuoldgirls,1,#VALUE!,CENTRAL UNIVERSITY,size,False,,#VALUE!,1
D001,3,0,D,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,585.00",0,1
D001,3,0,D,,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,585,3170,1
D001,3,0,D,,cuoldgirls,1,1170,CENTRAL UNIVERSITY,size,True,"1,585.00",1170,1
D004,3,0,D,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,585.00",0,1
D004,3,0,D,,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
D004,3,0,D,,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,585.00",3170,1
D008,3,0,D,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,585.00",0,1
D008,3,0,D,,cuoldgirls,1,3170,CENTRAL UNIVERSITY,size,False,"1,110.00",3170,1
D008,3,0,D,,cuoldgirls,1,2220,CENTRAL UNIVERSITY,size,False,"1,585.00",2220,1
D002,2,0,D,,cuoldgirls,1,0,CENTRAL UNIVERSITY,size,False,"1,280.00",0,1
